DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","30/06/2016 12:00:00 AM","11000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","National Party of Australia","12/11/2015 12:00:00 AM","8800.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia","19/06/2016 12:00:00 AM","8000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","25/08/2015 12:00:00 AM","3619.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Australian Labor Party (ALP)","14/06/2016 12:00:00 AM","3061.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","25/11/2015 12:00:00 AM","2500.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia (S.A. Division)","08/06/2016 12:00:00 AM","2084.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal National Party of Queensland","30/06/2016 12:00:00 AM","2000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","30/06/2016 12:00:00 AM","2000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal National Party of Queensland","28/04/2016 12:00:00 AM","1500.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia (S.A. Division)","01/06/2016 12:00:00 AM","1100.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia (Victorian Division)","20/05/2016 12:00:00 AM","1000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Australian Labor Party (ALP)","07/06/2016 12:00:00 AM","1000.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Australian Labor Party (ALP)","30/03/2016 12:00:00 AM","550.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","09/05/2016 12:00:00 AM","350.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Australian Labor Party (ALP)","24/03/2016 12:00:00 AM","103.0000",
"Genworth Mortgage Insurance Australia Limited","Level 26, 101 Miller Street","NORTH SYDNEY","NSW","2060","Liberal Party of Australia, NSW Division","31/05/2016 12:00:00 AM","80.0000",
"GJJ Family Trust","PO Box R1760","ROYAL EXCHANGE","NSW","1225","Liberal Party of Australia","23/05/2016 12:00:00 AM","18750.0000",
"Glencore Australia Holdings Pty Limited","Level 44, Gateway 1 Macquarie Place","SYDNEY","NSW","2000","Australian Labor Party","22/07/2015 12:00:00 AM","30000.0000",
"Glencore Australia Holdings Pty Limited","Level 44, Gateway 1 Macquarie Place","SYDNEY","NSW","2000","Liberal Party of Western Australia","15/09/2015 12:00:00 AM","15000.0000",
"Glencore Australia Holdings Pty Limited","Level 44, Gateway 1 Macquarie Place","SYDNEY","NSW","2000","Liberal Party of Western Australia","08/12/2015 12:00:00 AM","500.0000",
"Glencore Australia Holdings Pty Limited","Level 44, Gateway 1 Macquarie Place","SYDNEY","NSW","2000","Liberal Party of Western Australia","12/11/2015 12:00:00 AM","120.0000",
"Gold and Silver Exchange Sydney Pty Ltd","512A 428 George Street","SYDNEY","NSW","2000","ALP-NSW","15/05/2016 12:00:00 AM","29000.0000",
"Golden Lineage P/L","C/- 41 Brazilia Drive","GLEN WAVERLEY","VIC","3150","(NXT) XEN","16/05/2016 12:00:00 AM","100000.0000",
"Goldtime Holdings Pty Ltd","PO Box 332","OSBORNE PARK","WA","6917","Liberal Party (W.A. Division) Inc","28/04/2016 12:00:00 AM","20000.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","09/02/2016 12:00:00 AM","11000.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","09/03/2016 12:00:00 AM","5500.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","25/05/2016 12:00:00 AM","1760.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","03/11/2015 12:00:00 AM","1500.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","24/02/2016 12:00:00 AM","1100.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","07/03/2016 12:00:00 AM","1000.0000",
"Govstrat Pty Ltd","13 St Leonard's Street","COORPAROO","QLD","4151","Australian Labor Party (State of Queensland)","15/09/2015 12:00:00 AM","1000.0000",
"Greenstone Winery","179 Glenview Road","YARRA GLEN","VIC","3775","Australian Labor Party (ALP)","17/02/2016 12:00:00 AM","10000.0000",
"Greenstone Winery","179 Glenview Road","YARRA GLEN","VIC","3775","Australian Labor Party (ALP)","04/04/2016 12:00:00 AM","10000.0000",
"Greenstone Winery","179 Glenview Road","YARRA GLEN","VIC","3775","Australian Labor Party (ALP)","09/09/2015 12:00:00 AM","5000.0000",
"Greenstone Winery","179 Glenview Road","YARRA GLEN","VIC","3775","Australian Labor Party (ALP)","04/11/2015 12:00:00 AM","5000.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","07/11/2015 12:00:00 AM","12500.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc","16/06/2016 12:00:00 AM","2000.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","03/05/2016 12:00:00 AM","350.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","06/05/2016 12:00:00 AM","275.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","09/03/2016 12:00:00 AM","155.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","16/05/2016 12:00:00 AM","150.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","02/03/2016 12:00:00 AM","135.0000",
"Gresham Partners Holdings Limited","Level 17 167 Macquarie Street","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc","01/10/2015 12:00:00 AM","130.0000",
"Grey Street Hospitality Pty Ltd","GPO Box 2866","BRISBANE","QLD","4001","Australian Labor Party QLD Branch/ALP-QLD","29/08/2015 12:00:00 AM","16500.0000",
"Group Administration Australia Pty Ltd","GPO Box 2433","BRISBANE","QLD","4001","Liberal Party of Australia (Victorian Division)","13/05/2016 12:00:00 AM","55000.0000",
"Gulf Coast Aviation Pty Ltd","8-10 Walker Street","BOWRAL","NSW","2576","LIBERAL NATIONAL PARTY","30/06/2016 12:00:00 AM","93283.0000",
"Gulf Coast Pty Ltd","8 - 10 Walker Street","BOWRAL","NSW","2576","LIBERAL NATIONAL PARTY (LNP)","10/06/2016 12:00:00 AM","30000.0000",
"Gulf Coast Pty Ltd","8 - 10 Walker Street","BOWRAL","NSW","2576","LIBERAL NATIONAL PARTY (LNP)","21/06/2016 12:00:00 AM","30000.0000",
"Gulf Coast Pty Ltd","8 - 10 Walker Street","BOWRAL","NSW","2576","NATIONAL PARTY OF AUSTRALIA (NAT - FED)","21/06/2016 12:00:00 AM","30000.0000",
"Gulf Coast Pty Ltd","8 - 10 Walker Street","BOWRAL","NSW","2576","LIBERAL NATIONAL PARTY (LNP)","22/06/2016 12:00:00 AM","20000.0000",
"Halcyon","PO Box 110","SANCTUARY COVE","QLD","4212","Australian Labor Party (State of Queensland)","09/02/2016 12:00:00 AM","11000.0000",
"Halcyon","PO Box 110","SANCTUARY COVE","QLD","4212","Australian Labor Party (State of Queensland)","02/09/2015 12:00:00 AM","5500.0000",
"Hancock Prospecting Pty Ltd","PO Locked Bag No 2","WEST PERTH","WA","6872","National Party of Australia","24/07/2015 12:00:00 AM","55000.0000",
"Hancock Prospecting Pty Ltd","PO Locked Bag No 2","WEST PERTH","WA","6872","National Party of Australia","10/05/2016 12:00:00 AM","3000.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","19/08/2015 12:00:00 AM","5000.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","01/09/2015 12:00:00 AM","2500.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","19/08/2015 12:00:00 AM","2181.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","29/10/2015 12:00:00 AM","2000.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","01/06/2016 12:00:00 AM","1760.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","13/05/2016 12:00:00 AM","1409.0000",
"Hawker Britton Pty Ltd","72 Christie Street","St Lenards","NSW","2065","Australian Labor Party (State of Queensland)","09/03/2016 12:00:00 AM","1000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","ALP-FED ALP National Secretariat","16/06/2016 12:00:00 AM","16500.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","10/05/2016 12:00:00 AM","15000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","09/11/2015 12:00:00 AM","15000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","01/07/2015 12:00:00 AM","15000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","18/03/2016 12:00:00 AM","5000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","29/02/2016 12:00:00 AM","3000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","ALP-FED ALP National Secretariat","01/10/2015 12:00:00 AM","2200.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Higgins 200 Club","08/11/2015 12:00:00 AM","1546.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","ALP-VIC Progressive Business","13/07/2015 12:00:00 AM","1200.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","ALP-FED ALP National Secretariat","13/04/2016 12:00:00 AM","1100.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-TAS Liberal Party of Australia – Tasmanian Division","19/02/2016 12:00:00 AM","1000.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Enterprise 500 Victoria","11/03/2016 12:00:00 AM","350.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Kew State Electorate Conference","20/10/2015 12:00:00 AM","243.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Higgins 200 Club","29/07/2015 12:00:00 AM","101.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Deakin Federal Electorate Conference","02/11/2015 12:00:00 AM","75.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","07/07/2015 12:00:00 AM","75.0000",
"Health Insurance Restricted Membership Association of Australia","PO Box 172","BOX HILL","VIC","3128","LIB-VIC Liberal Party of Australia (Vic Division)","10/09/2015 12:00:00 AM","40.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","31/05/2016 12:00:00 AM","250000.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","30/06/2016 12:00:00 AM","51585.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","02/06/2016 12:00:00 AM","45600.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","30/06/2016 12:00:00 AM","24244.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","27/06/2016 12:00:00 AM","5000.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","10/06/2016 12:00:00 AM","2400.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","14/06/2016 12:00:00 AM","2400.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","01/06/2016 12:00:00 AM","1650.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","15/06/2016 12:00:00 AM","1500.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","01/06/2016 12:00:00 AM","1003.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","17/04/2016 12:00:00 AM","1000.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","27/06/2016 12:00:00 AM","1000.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","17/06/2016 12:00:00 AM","800.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","16/05/2016 12:00:00 AM","550.0000",
"Health Services Union NSW","Level 2 109 Pitt Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","02/03/2016 12:00:00 AM","500.0000",
"Health Services Union, Victoria No. 3 Branch (VAHPA)","351 William St","WEST MELBOURNE","VIC","3003","The Australian Greens - Victoria / GRN-VIC","09/06/2016 12:00:00 AM","20000.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Liberal Party of Australia - Tasmanian Division","03/07/2015 12:00:00 AM","12000.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Liberal National Party","26/05/2016 12:00:00 AM","5000.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Liberal Party of Australia (Victorian Division)","18/05/2016 12:00:00 AM","5000.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Australian Labor Party (Victorian Division)","30/04/2016 12:00:00 AM","3500.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Liberal Party of Australia (Victorian Division)","05/11/2015 12:00:00 AM","3300.0000",
"Healthscope Operations Pty td","Level 1 312 St Kilda Road","MELBOURNE","VIC","3004","Australian Labor Party - (Victorian Division)","31/08/2015 12:00:00 AM","1500.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","LIBERAL PARTY OF AUSTRALIA/LIB-FED","06/06/2016 12:00:00 AM","18000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","LIBERAL VICTORIA/LIB-VIC","10/12/2015 12:00:00 AM","10000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","JULIAN LEESER'S ELECTION CAMPAIGN/LIB-NSW","06/06/2016 12:00:00 AM","5000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","WARRINGAH LIBERAL CAMPAIGN/LIB-NSW","31/05/2016 12:00:00 AM","5000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","LIBERAL PARTY OF AUSTRALI/LIB-FED","31/12/2015 12:00:00 AM","5000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","AUSTRALIAN LABOR PART/ALP-ACT","28/06/2016 12:00:00 AM","5000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","STUART FEDERAL ELECTORATE/LIB-FED","06/05/2016 12:00:00 AM","3000.0000",
"Henroth Investments Pty Ltd","Suite 604, Level 6 Eastpoint Tower 180 Ocean Street","EDGECLIFF","NSW","2027","PORTS RE-ELECTION/ALP-FED","07/06/2016 12:00:00 AM","3000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","05/05/2016 12:00:00 AM","30000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","18/01/2016 12:00:00 AM","10755.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (State of Queensland)","25/08/2015 12:00:00 AM","10000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (N.S.W. Branch)","08/02/2016 12:00:00 AM","5000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (N.S.W. Branch)","19/04/2016 12:00:00 AM","5000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia","03/06/2016 12:00:00 AM","5000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","28/10/2015 12:00:00 AM","4000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","28/10/2015 12:00:00 AM","3400.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","28/10/2015 12:00:00 AM","2600.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia","07/04/2016 12:00:00 AM","2500.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia","24/06/2016 12:00:00 AM","1500.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia","10/02/2016 12:00:00 AM","1500.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (N.S.W. Branch)","08/06/2016 12:00:00 AM","1500.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia, NSW Division","07/07/2015 12:00:00 AM","1500.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","20/08/2015 12:00:00 AM","1068.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","18/11/2015 12:00:00 AM","1000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (State of Queensland)","23/05/2016 12:00:00 AM","1000.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia, NSW Division","20/08/2015 12:00:00 AM","990.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","10/11/2015 12:00:00 AM","967.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","09/10/2015 12:00:00 AM","967.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia","19/05/2016 12:00:00 AM","909.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","19/05/2016 12:00:00 AM","900.0000",
"Holding Redlich","Level 8, 555 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (N.S.W. Branch)","15/06/2016 12:00:00 AM","660.0000",
"Hon Robert Webster","","","","","Liberal Party of Australia, NSW Division","02/05/2016 12:00:00 AM","14400.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","Lib-FED","20/05/2016 12:00:00 AM","400000.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","Lib-WA","19/05/2016 12:00:00 AM","200000.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","Lib-FED","28/06/2016 12:00:00 AM","100000.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","ALP-NSW","17/05/2016 12:00:00 AM","100000.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","ALP-FED","17/05/2016 12:00:00 AM","50000.0000",
"Hong Kong Kingson Investment Co., Ltd.","Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon","","OS","","Lib-FED","15/03/2016 12:00:00 AM","10000.0000",
"HYRISE PTY LTD","72 ARCADIA RD","GALSTON","NSW","2159","Australian Labor Party (N.S.W. Branch)","06/06/2016 12:00:00 AM","15000.0000",
"Ian Cr Ian McKenzie","","","","","Liberal National Party of Queensland","30/12/2015 12:00:00 AM","20000.0000",
"Ian Cr Ian McKenzie","","","","","Liberal National Party of Queensland","03/10/2015 12:00:00 AM","5000.0000",
"Ian Cr Ian McKenzie","","","","","Liberal National Party of Queensland","06/10/2015 12:00:00 AM","5000.0000",
"Ian Cr Ian McKenzie","","","","","Liberal National Party of Queensland","02/11/2015 12:00:00 AM","5000.0000",
"Ian Cr Ian McKenzie","","","","","Liberal National Party of Queensland","03/12/2015 12:00:00 AM","5000.0000",
"Icon Clinical Oncology Network Pty Ltd","Level 1, 22 Cordelia Street","South Brisbane","QLD","4101","Liberal National Party of Queensland","23/06/2016 12:00:00 AM","27500.0000",
"Icon Clinical Oncology Network Pty Ltd","Level 1, 22 Cordelia Street","South Brisbane","QLD","4101","Liberal National Party of Queensland","24/05/2016 12:00:00 AM","25000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP National Secretariat","08/07/2015 12:00:00 AM","5000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP National Secretariat","11/05/2016 12:00:00 AM","5000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party VIC Division","06/07/2015 12:00:00 AM","4545.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA Division (Mayo FEC)","07/04/2016 12:00:00 AM","2000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Mackellar","26/05/2016 12:00:00 AM","1500.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP VIC Branch","25/08/2015 12:00:00 AM","1090.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP NSW Branch - Grayndler Campaign","20/06/2016 12:00:00 AM","1000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP NSW Branch - McMahon","17/06/2016 12:00:00 AM","1000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Bradfield","25/11/2015 12:00:00 AM","1000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Cook","17/06/2016 12:00:00 AM","1000.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal National Party","26/05/2016 12:00:00 AM","909.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP NSW Branch","23/06/2016 12:00:00 AM","909.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","The Nationals - NSW","19/06/2016 12:00:00 AM","900.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP VIC Branch","07/11/2015 12:00:00 AM","636.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Bradfield","12/05/2016 12:00:00 AM","400.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP NSW Branch - Grayndler Campaign","26/02/2016 12:00:00 AM","360.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","The Nationals - NSW","01/09/2015 12:00:00 AM","350.0000",
"Infrastructure Partnerships Australia Ltd","Suite 303 Level 3 95 Pitt Street","SYDNEY","NSW","2000","ALP NSW Branch - Roberston Campaign","31/03/2016 12:00:00 AM","227.0000",
